# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	LANGUAGE_FAMILY	COGNACY	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
11801	MiyakoIrabu	tomorrow	aca	aca	a c/ts a	Japonic	1291	1291	7 2 7	XBZ	ACA	53	53.A.V 53.C.C 53.A.V	1.5 1.75 0.8	ac/tsa	0
11802	OkinawaShuri	tomorrow	Ɂaca	Ɂaca	ʔ a c/ts a	Japonic	1291	1291	1 7 2 7	AXBZ	HACA	68	68.H.C 68.A.V 68.C.C 68.A.V	2.0 1.5 1.75 0.8	ʔac/tsa	0
11803	OkinawaYonamine	tomorrow	hacaa	hacaa	h a c/ts aː	Japonic	1291	1291	3 7 2 7	AXBZ	HACA	69	69.H.C 69.A.V 69.C.C 69.A.V	2.0 1.5 1.75 0.8	hac/tsaː	0
11804	OldJapanese	tomorrow	asu	asu	a s u	Japonic	1291	1291	7 3 7	XBZ	ASY	70	70.A.V 70.S.C 70.Y.V	1.5 1.75 0.8	asu	0
11805	YaeyamaHatoma	tomorrow	aca	aca	a c/ts a	Japonic	1291	1291	7 2 7	XBZ	ACA	98	98.A.V 98.C.C 98.A.V	1.5 1.75 0.8	ac/tsa	0
11806	YaeyamaIshigaki	tomorrow	acca	acca	a cc/tsː a	Japonic	1291	1291	7 1 7	XBZ	ATA	99	99.A.V 99.T.C 99.A.V	1.5 1.75 0.8	acc/tsːa	0
11807	Yonaguni	tomorrow	âta	âta	â/a t a	Japonic	1291	1291	7 1 7	XBZ	ATA	101	101.A.V 101.T.C 101.A.V	1.5 1.75 0.8	â/ata	0
11808	LateMiddleKorean	tomorrow	hwucey	hwucey	hw/hʷ u c/ts ey/ei	Koreanic	1292	1292	3 7 2 7	AXBZ	HYCE	47	47.H.C 47.Y.V 47.C.C 47.E.V	2.0 1.5 1.75 0.8	hw/hʷuc/tsey/ei	0
11809	Gangwon	tomorrow	nayil	nayil	n a y/j i l	Koreanic	1293	1293	4 7 6 7 5	AXBYN	NAJIL	20	20.N.C 20.A.V 20.J.C 20.I.V 20.L.c	2.0 1.5 1.75 1.3 0.8	nay/jil	0
11810	Gyeonggi	tomorrow	nayil	nayil	n a y/j i l	Koreanic	1293	1293	4 7 6 7 5	AXBYN	NAJIL	21	21.N.C 21.A.V 21.J.C 21.I.V 21.L.c	2.0 1.5 1.75 1.3 0.8	nay/jil	0
11811	Hwanghae	tomorrow	nayil	nayil	n a y/j i l	Koreanic	1293	1293	4 7 6 7 5	AXBYN	NAJIL	25	25.N.C 25.A.V 25.J.C 25.I.V 25.L.c	2.0 1.5 1.75 1.3 0.8	nay/jil	0
11812	Jeju	tomorrow	nayil	nayil	n a y/j i l	Koreanic	1293	1293	4 7 6 7 5	AXBYN	NAJIL	27	27.N.C 27.A.V 27.J.C 27.I.V 27.L.c	2.0 1.5 1.75 1.3 0.8	nay/jil	0
11813	Korean	tomorrow	nayil	nayil	n a y/j i l	Koreanic	1293	1293	4 7 6 7 5	AXBYN	NAJIL	42	42.N.C 42.A.V 42.J.C 42.I.V 42.L.c	2.0 1.5 1.75 1.3 0.8	nay/jil	0
11814	NorthernChungcheong	tomorrow	nayl	nayl	n ay/ai l	Koreanic	1293	1293	4 7 5	AXN	NAL	60	60.N.C 60.A.V 60.L.c	2.0 1.5 0.8	nay/ail	0
11815	NorthernGyeongsang	tomorrow	nayl	nayl	n ay/ai l	Koreanic	1293	1293	4 7 5	AXN	NAL	63	63.N.C 63.A.V 63.L.c	2.0 1.5 0.8	nay/ail	0
11816	NorthernHamgyong	tomorrow	nayil	nayil	n a y/j i l	Koreanic	1293	1293	4 7 6 7 5	AXBYN	NAJIL	64	64.N.C 64.A.V 64.J.C 64.I.V 64.L.c	2.0 1.5 1.75 1.3 0.8	nay/jil	0
11817	NorthernJeolla	tomorrow	niel	niel	n i/j e l	Koreanic	1293	1293	4 6 7 5	ACXN	NJEL	65	65.N.C 65.J.C 65.E.V 65.L.c	2.0 1.5 1.5 0.8	ni/jel	0
11818	NorthernPyongan	tomorrow	nayil	nayil	n a y/j i l	Koreanic	1293	1293	4 7 6 7 5	AXBYN	NAJIL	66	66.N.C 66.A.V 66.J.C 66.I.V 66.L.c	2.0 1.5 1.75 1.3 0.8	nay/jil	0
11819	SouthernChungcheong	tomorrow	nayl	nayl	n ay/ai l	Koreanic	1293	1293	4 7 5	AXN	NAL	80	80.N.C 80.A.V 80.L.c	2.0 1.5 0.8	nay/ail	0
11820	SouthernGyeongsang	tomorrow	nayil	nayil	n a y/j i l	Koreanic	1293	1293	4 7 6 7 5	AXBYN	NAJIL	83	83.N.C 83.A.V 83.J.C 83.I.V 83.L.c	2.0 1.5 1.75 1.3 0.8	nay/jil	0
11821	SouthernHamgyong	tomorrow	nayil	nayil	n a y/j i l	Koreanic	1293	1293	4 7 6 7 5	AXBYN	NAJIL	84	84.N.C 84.A.V 84.J.C 84.I.V 84.L.c	2.0 1.5 1.75 1.3 0.8	nay/jil	0
11822	SouthernJeolla	tomorrow	nayil	nayil	n a y/j i l	Koreanic	1293	1293	4 7 6 7 5	AXBYN	NAJIL	85	85.N.C 85.A.V 85.J.C 85.I.V 85.L.c	2.0 1.5 1.75 1.3 0.8	nay/jil	0
11823	SouthernPyongan	tomorrow	nayil	nayil	n a y/j i l	Koreanic	1293	1293	4 7 6 7 5	AXBYN	NAJIL	86	86.N.C 86.A.V 86.J.C 86.I.V 86.L.c	2.0 1.5 1.75 1.3 0.8	nay/jil	0
11824	Even	tomorrow	timin ~ timina	timin	t i m i n	Tungusic	1294	1294	1 7 4 7 4	AXBYN	TIMIN	16	16.T.C 16.I.V 16.M.C 16.I.V 16.N.c	2.0 1.5 1.75 1.3 0.8	timin	0
11825	EvenkiKamnigan	tomorrow	timiː	timiː	t i m iː	Tungusic	1294	1294	1 7 4 7	AXBZ	TIMI	17	17.T.C 17.I.V 17.M.C 17.I.V	2.0 1.5 1.75 0.8	timiː	0
11826	Hezhe	tomorrow	tumaki	tumaki	t u m a k i	Tungusic	1294	1294	1 7 4 7 1 7	AXBYBZ	TYMAKI	23	23.T.C 23.Y.V 23.M.C 23.A.V 23.K.C 23.I.V	2.0 1.5 1.75 1.3 1.75 0.8	tumaki	0
11827	Jurchen	tomorrow	timahanəŋgi	timahanəŋgi	t i m a h a n ə ŋ g i	Tungusic	1294	1294	1 7 4 7 3 7 4 7 4 1 7	AXBYBYBYMBZ	TIMAHANENKI	28	28.T.C 28.I.V 28.M.C 28.A.V 28.H.C 28.A.V 28.N.C 28.E.V 28.N.c 28.K.C 28.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.1 1.75 0.8	timahanəŋgi	0
11828	KurUrmi	tomorrow	temakị ~ čemakị	temakị	t e m a k ị/ɨ	Tungusic	1294	1294	1 7 4 7 1 7	AXBYBZ	TEMAKI	46	46.T.C 46.E.V 46.M.C 46.A.V 46.K.C 46.I.V	2.0 1.5 1.75 1.3 1.75 0.8	temakị/ɨ	0
11829	Manchu	tomorrow	čimaha	čimaha	č/tʃ i m a h a	Tungusic	1294	1294	1 7 4 7 3 7	AXBYBZ	TIMAHA	48	48.T.C 48.I.V 48.M.C 48.A.V 48.H.C 48.A.V	2.0 1.5 1.75 1.3 1.75 0.8	č/tʃimaha	0
11830	NanaiBikin	tomorrow	čịmaị ~ čịmana ~ čịmca	čịmaị	č/tʃ ị/ɨ m a ị/ɨ	Tungusic	1294	1294	1 7 4 7 7	AXBYZ	TIMAI	55	55.T.C 55.I.V 55.M.C 55.A.V 55.I.V	2.0 1.5 1.75 1.3 0.8	č/tʃị/ɨmaị/ɨ	0
11831	NanaiMiddleAmur	tomorrow	čemana	čemana	č/tʃ e m a n a	Tungusic	1294	1294	1 7 4 7 4 7	AXBYBZ	TEMANA	56	56.T.C 56.E.V 56.M.C 56.A.V 56.N.C 56.A.V	2.0 1.5 1.75 1.3 1.75 0.8	č/tʃemana	0
11832	Negidal	tomorrow	temana ~ temanan ~ temanna ~ timana ~ timanan ~ timanna ~ tematna ~ tematnanin ~ timatna ~ timatnanin	temana	t e m a n a	Tungusic	1294	1294	1 7 4 7 4 7	AXBYBZ	TEMANA	57	57.T.C 57.E.V 57.M.C 57.A.V 57.N.C 57.A.V	2.0 1.5 1.75 1.3 1.75 0.8	temana	0
11833	NorthernEvenkiTura	tomorrow	tumatnè	tumatnè	t u m a t n è/e	Tungusic	1294	1294	1 7 4 7 1 4 7	AXBYBCZ	TYMATNE	61	61.T.C 61.Y.V 61.M.C 61.A.V 61.T.C 61.N.C 61.E.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	tumatnè/e	0
11834	Oroch	tomorrow	tiː timäː-ńi	tiː_timäː-ńi	t iː + t i m äː/æː + ń/n i	Tungusic	1294	1294	1 7 9 1 7 4 7 9 4 7	AX_AXBZ_AX	TI_TIME_NI	72	72.T.C 72.I.V 72._._ 72.T.C 72.I.V 72.M.C 72.E.V 72._._ 72.N.C 72.I.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5	tiː+timäː/æː+ń/ni	0
11835	Orok	tomorrow	čimanaː	čimanaː	č/tʃ i m a n aː	Tungusic	1294	1294	1 7 4 7 4 7	AXBYBZ	TIMANA	73	73.T.C 73.I.V 73.M.C 73.A.V 73.N.C 73.A.V	2.0 1.5 1.75 1.3 1.75 0.8	č/tʃimanaː	0
11836	Oroqen	tomorrow	temaːna	temaːna	t e m aː n a	Tungusic	1294	1294	1 7 4 7 4 7	AXBYBZ	TEMANA	74	74.T.C 74.E.V 74.M.C 74.A.V 74.N.C 74.A.V	2.0 1.5 1.75 1.3 1.75 0.8	temaːna	0
11837	Solon	tomorrow	tima.šhiŋ	tima.šhiŋ	t i m a + šh/ʃʰ i ŋ	Tungusic	1294	1294	1 7 4 7 9 3 7 4	AXBZ_AXN	TIMA_SIN	78	78.T.C 78.I.V 78.M.C 78.A.V 78._._ 78.S.C 78.I.V 78.N.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	tima+šh/ʃʰiŋ	0
11838	Udihe	tomorrow	timana	timana	t i m a n a	Tungusic	1294	1294	1 7 4 7 4 7	AXBYBZ	TIMANA	92	92.T.C 92.I.V 92.M.C 92.A.V 92.N.C 92.A.V	2.0 1.5 1.75 1.3 1.75 0.8	timana	0
11839	Ulcha	tomorrow	temana	temana	t e m a n a	Tungusic	1294	1294	1 7 4 7 4 7	AXBYBZ	TEMANA	93	93.T.C 93.E.V 93.M.C 93.A.V 93.N.C 93.A.V	2.0 1.5 1.75 1.3 1.75 0.8	temana	0
11840	Xibe	tomorrow	čimar	čimar	č/tʃ i m a r	Tungusic	1294	1294	1 7 4 7 5	AXBYN	TIMAR	97	97.T.C 97.I.V 97.M.C 97.A.V 97.R.c	2.0 1.5 1.75 1.3 0.8	č/tʃimar	0
11841	NorthernEvenkiTutonchany	tomorrow	təgəmiː	təgəmiː	t ə g ə m iː	Tungusic	1295	1295	1 7 1 7 4 7	AXBYBZ	TEKEMI	62	62.T.C 62.E.V 62.K.C 62.E.V 62.M.C 62.I.V	2.0 1.5 1.75 1.3 1.75 0.8	təgəmiː	0
11842	SouthernEvenkiChiringda	tomorrow	təgəmiː	təgəmiː	t ə g ə m iː	Tungusic	1295	1295	1 7 1 7 4 7	AXBYBZ	TEKEMI	81	81.T.C 81.E.V 81.K.C 81.E.V 81.M.C 81.I.V	2.0 1.5 1.75 1.3 1.75 0.8	təgəmiː	0
11843	StonyEvenkiPTPodkamennayaTunguska	tomorrow	təgəmiː	təgəmiː	t ə g ə m iː	Tungusic	1295	1295	1 7 1 7 4 7	AXBYBZ	TEKEMI	87	87.T.C 87.E.V 87.K.C 87.E.V 87.M.C 87.I.V	2.0 1.5 1.75 1.3 1.75 0.8	təgəmiː	0
11844	Baoan	tomorrow	maxɕi	maxɕi	m a x ɕ i	Mongolic	1296	1296	4 7 3 3 7	AXMBZ	MAGSI	5	5.M.C 5.A.V 5.G.c 5.S.C 5.I.V	2.0 1.5 1.1 1.75 0.8	maxɕi	0
11845	Buriat	tomorrow	marga:ša	marga:ša	m a r g aː š/ʃ a	Mongolic	1296	1296	4 7 5 1 7 3 7	AXMBYBZ	MARKASA	8	8.M.C 8.A.V 8.R.c 8.K.C 8.A.V 8.S.C 8.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	margaːš/ʃa	0
11846	Dongxian	tomorrow	maɣaʂɯ	maɣaʂɯ	m a ɣ a ʂ ɯ	Mongolic	1296	1296	4 7 3 7 3 7	AXBYBZ	MAGASI	14	14.M.C 14.A.V 14.G.C 14.A.V 14.S.C 14.I.V	2.0 1.5 1.75 1.3 1.75 0.8	maɣaʂɯ	0
11847	Huzhu	tomorrow	maghaxi	maghaxi	m a g h a x i	Mongolic	1296	1296	4 7 1 3 7 3 7	AXBCYBZ	MAKHAGI	24	24.M.C 24.A.V 24.K.C 24.H.C 24.A.V 24.G.C 24.I.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	maghaxi	0
11848	Kalmyck	tomorrow	maŋdür	maŋdür	m a ŋ d ü/y r	Mongolic	1296	1296	4 7 4 1 7 5	AXMBYN	MANTYR	30	30.M.C 30.A.V 30.N.c 30.T.C 30.Y.V 30.R.c	2.0 1.5 1.1 1.75 1.3 0.8	maŋdü/yr	0
11849	Kamnigan	tomorrow	marga:dür	marga:dür	m a r g aː d ü/y r	Mongolic	1296	1296	4 7 5 1 7 1 7 5	AXMBYBYN	MARKATYR	31	31.M.C 31.A.V 31.R.c 31.K.C 31.A.V 31.T.C 31.Y.V 31.R.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	margaːdü/yr	0
11850	Kangjia	tomorrow	maʁaʃi	maʁaʃi	m a ʁ a ʃ i	Mongolic	1296	1296	4 7 5 7 3 7	AXBYBZ	MARASI	32	32.M.C 32.A.V 32.R.C 32.A.V 32.S.C 32.I.V	2.0 1.5 1.75 1.3 1.75 0.8	maʁaʃi	0
11851	Khalkha	tomorrow	marga:š	marga:š	m a r g aː š/ʃ	Mongolic	1296	1296	4 7 5 1 7 3	AXMBYN	MARKAS	40	40.M.C 40.A.V 40.R.c 40.K.C 40.A.V 40.S.c	2.0 1.5 1.1 1.75 1.3 0.8	margaːš/ʃ	0
11852	MiddleMongolianMuqaddimataladab	tomorrow	managa:r	managa:r	m a n a g aː r	Mongolic	1296	1296	4 7 4 7 1 7 5	AXBYBYN	MANAKAR	50	50.M.C 50.A.V 50.N.C 50.A.V 50.K.C 50.A.V 50.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	managaːr	0
11853	MiddleMongolianSecretHistory	tomorrow	manaqar	manaqar	m a n a q a r	Mongolic	1296	1296	4 7 4 7 1 7 5	AXBYBYN	MANAKAR	51	51.M.C 51.A.V 51.N.C 51.A.V 51.K.C 51.A.V 51.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	manaqar	0
11854	Minhe	tomorrow	mughashi	mughashi	m u g h a sh/ʃ i	Mongolic	1296	1296	4 7 1 3 7 3 7	AXBCYBZ	MYKHASI	52	52.M.C 52.Y.V 52.K.C 52.H.C 52.A.V 52.S.C 52.I.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	mughash/ʃi	0
11855	Oirat	tomorrow	maŋhadar, margaši	maŋhadar	m a ŋh/ŋʰ a d a r	Mongolic	1296	1296	4 7 4 7 1 7 5	AXBYBYN	MANATAR	67	67.M.C 67.A.V 67.N.C 67.A.V 67.T.C 67.A.V 67.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	maŋh/ŋʰadar	0
11856	ShiraYughur	tomorrow	marʁaʃda	marʁaʃda	m a r ʁ a ʃ d a	Mongolic	1296	1296	4 7 5 5 7 3 1 7	AXMBYMBZ	MARRASTA	76	76.M.C 76.A.V 76.R.c 76.R.C 76.A.V 76.S.c 76.T.C 76.A.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	marʁaʃda	0
11857	Buriat	tomorrow	üglö:, üglö:der	üglö:	ü/y g l öː/œː	Mongolic	1297	1297	7 1 5 7	XBCZ	YKLU	8	8.Y.V 8.K.C 8.L.C 8.U.V	1.5 1.75 1.5 0.8	ü/yglöː/œː	0
11858	Kamnigan	tomorrow	üglö:	üglö:	ü/y g l öː/œː	Mongolic	1297	1297	7 1 5 7	XBCZ	YKLU	31	31.Y.V 31.K.C 31.L.C 31.U.V	1.5 1.75 1.5 0.8	ü/yglöː/œː	0
11859	Dagur	tomorrow	buni	buni	b u n i	Mongolic	1298	1298	1 7 4 7	AXBZ	PYNI	12	12.P.C 12.Y.V 12.N.C 12.I.V	2.0 1.5 1.75 0.8	buni	0
11860	BarabaTatar	tomorrow	ärtän	ärtän	ä/æ r t ä/æ n	Turkic	1299	1299	7 5 1 7 4	XMBYN	ERTEN	6	6.E.V 6.R.c 6.T.C 6.E.V 6.N.c	1.5 1.1 1.75 1.3 0.8	ä/ærtä/æn	0
11861	Bashkir	tomorrow	irtägä	irtägä	i r t ä/æ g ä/æ	Turkic	1299	1299	7 5 1 7 1 7	XMBYBZ	IRTEKE	7	7.I.V 7.R.c 7.T.C 7.E.V 7.K.C 7.E.V	1.5 1.1 1.75 1.3 1.75 0.8	irtä/ægä/æ	0
11862	KaraKalpak	tomorrow	erteŋ	erteŋ	e r t e ŋ	Turkic	1299	1299	7 5 1 7 4	XMBYN	ERTEN	35	35.E.V 35.R.c 35.T.C 35.E.V 35.N.c	1.5 1.1 1.75 1.3 0.8	erteŋ	0
11863	Kazakh	tomorrow	erteŋ	erteŋ	e r t e ŋ	Turkic	1299	1299	7 5 1 7 4	XMBYN	ERTEN	36	36.E.V 36.R.c 36.T.C 36.E.V 36.N.c	1.5 1.1 1.75 1.3 0.8	erteŋ	0
11864	KazanTatar	tomorrow	irtägä	irtägä	i r t ä/æ g ä/æ	Turkic	1299	1299	7 5 1 7 1 7	XMBYBZ	IRTEKE	37	37.I.V 37.R.c 37.T.C 37.E.V 37.K.C 37.E.V	1.5 1.1 1.75 1.3 1.75 0.8	irtä/ægä/æ	0
11865	Kirghiz	tomorrow	erteŋ	erteŋ	e r t e ŋ	Turkic	1299	1299	7 5 1 7 4	XMBYN	ERTEN	41	41.E.V 41.R.c 41.T.C 41.E.V 41.N.c	1.5 1.1 1.75 1.3 0.8	erteŋ	0
11866	Nogai	tomorrow	erten	erten	e r t e n	Turkic	1299	1299	7 5 1 7 4	XMBYN	ERTEN	58	58.E.V 58.R.c 58.T.C 58.E.V 58.N.c	1.5 1.1 1.75 1.3 0.8	erten	0
11867	Salar	tomorrow	e:tä	e:tä	eː t ä/æ	Turkic	1299	1299	7 1 7	XBZ	ETE	75	75.E.V 75.T.C 75.E.V	1.5 1.75 0.8	eːtä/æ	0
11868	SouthAltai	tomorrow	erten	erten	e r t e n	Turkic	1299	1299	7 5 1 7 4	XMBYN	ERTEN	79	79.E.V 79.R.c 79.T.C 79.E.V 79.N.c	1.5 1.1 1.75 1.3 0.8	erten	0
11869	Turkmen	tomorrow	ertir	ertir	e r t i r	Turkic	1299	1299	7 5 1 7 5	XMBYN	ERTIR	90	90.E.V 90.R.c 90.T.C 90.I.V 90.R.c	1.5 1.1 1.75 1.3 0.8	ertir	0
11870	Tuvan	tomorrow	daarta,	daarta	d aː r t a	Turkic	1299	1299	1 7 5 1 7	AXMBZ	TARTA	91	91.T.C 91.A.V 91.R.c 91.T.C 91.A.V	2.0 1.5 1.1 1.75 0.8	daːrta	0
11871	Uyghur	tomorrow	ätä, ätigä(n), ärtä	ätä	ä/æ t ä/æ	Turkic	1299	1299	7 1 7	XBZ	ETE	94	94.E.V 94.T.C 94.E.V	1.5 1.75 0.8	ä/ætä/æ	0
11872	Uzbek	tomorrow	erta(ga)	erta	e r t a	Turkic	1299	1299	7 5 1 7	XMBZ	ERTA	95	95.E.V 95.R.c 95.T.C 95.A.V	1.5 1.1 1.75 0.8	erta	0
11873	CodexCumanicus	tomorrow	tanda	tanda	t a n d a	Turkic	1300	1300	1 7 4 1 7	AXMBZ	TANTA	10	10.T.C 10.A.V 10.N.c 10.T.C 10.A.V	2.0 1.5 1.1 1.75 0.8	tanda	0
11874	KarachayBalkar	tomorrow	tambla	tambla	t a m b l a	Turkic	1300	1300	1 7 4 1 5 7	AXMBCZ	TAMPLA	33	33.T.C 33.A.V 33.M.c 33.P.C 33.L.C 33.A.V	2.0 1.5 1.1 1.75 1.5 0.8	tambla	0
11875	Karaim	tomorrow	tanda	tanda	t a n d a	Turkic	1300	1300	1 7 4 1 7	AXMBZ	TANTA	34	34.T.C 34.A.V 34.N.c 34.T.C 34.A.V	2.0 1.5 1.1 1.75 0.8	tanda	0
11876	Khakas	tomorrow	taŋda	taŋda	t a ŋ d a	Turkic	1300	1300	1 7 4 1 7	AXMBZ	TANTA	38	38.T.C 38.A.V 38.N.c 38.T.C 38.A.V	2.0 1.5 1.1 1.75 0.8	taŋda	0
11877	Kumyk	tomorrow	taŋala	taŋala	t a ŋ a l a	Turkic	1300	1300	1 7 4 7 5 7	AXBYBZ	TANALA	45	45.T.C 45.A.V 45.N.C 45.A.V 45.L.C 45.A.V	2.0 1.5 1.75 1.3 1.75 0.8	taŋala	0
11878	MiddleChulym	tomorrow	taŋna, tamnə	taŋna	t a ŋ n a	Turkic	1300	1300	1 7 4 4 7	AXMBZ	TANNA	49	49.T.C 49.A.V 49.N.c 49.N.C 49.A.V	2.0 1.5 1.1 1.75 0.8	taŋna	0
11879	NorthAltai	tomorrow	taŋda	taŋda	t a ŋ d a	Turkic	1300	1300	1 7 4 1 7	AXMBZ	TANTA	59	59.T.C 59.A.V 59.N.c 59.T.C 59.A.V	2.0 1.5 1.1 1.75 0.8	taŋda	0
11880	Shor	tomorrow	taŋda	taŋda	t a ŋ d a	Turkic	1300	1300	1 7 4 1 7	AXMBZ	TANTA	77	77.T.C 77.A.V 77.N.c 77.T.C 77.A.V	2.0 1.5 1.1 1.75 0.8	taŋda	0
11881	Uyghur	tomorrow	taŋla	taŋla	t a ŋ l a	Turkic	1300	1300	1 7 4 5 7	AXBCZ	TANLA	94	94.T.C 94.A.V 94.N.C 94.L.C 94.A.V	2.0 1.5 1.75 1.5 0.8	taŋla	0
11882	Chuvash	tomorrow	ïran	ïran	ï/ɨ r a n	Turkic	1301	1301	7 5 7 4	XBYN	IRAN	9	9.I.V 9.R.C 9.A.V 9.N.c	1.5 1.75 1.3 0.8	ï/ɨran	0
11883	CrimeanTatar	tomorrow	yarïn	yarïn	y/j a r ï/ɨ n	Turkic	1301	1301	6 7 5 7 4	AXBYN	JARIN	11	11.J.C 11.A.V 11.R.C 11.I.V 11.N.c	2.0 1.5 1.75 1.3 0.8	y/jarï/ɨn	0
11884	Dolgan	tomorrow	harsïn	harsïn	h a r s ï/ɨ n	Turkic	1301	1301	3 7 5 3 7 4	AXMBYN	HARSIN	13	13.H.C 13.A.V 13.R.c 13.S.C 13.I.V 13.N.c	2.0 1.5 1.1 1.75 1.3 0.8	harsï/ɨn	0
11885	Gagauz	tomorrow	yarïn(a)	yarïn	y/j a r ï/ɨ n	Turkic	1301	1301	6 7 5 7 4	AXBYN	JARIN	19	19.J.C 19.A.V 19.R.C 19.I.V 19.N.c	2.0 1.5 1.75 1.3 0.8	y/jarï/ɨn	0
11886	OldTurkic	tomorrow	yarïn	yarïn	y/j a r ï/ɨ n	Turkic	1301	1301	6 7 5 7 4	AXBYN	JARIN	71	71.J.C 71.A.V 71.R.C 71.I.V 71.N.c	2.0 1.5 1.75 1.3 0.8	y/jarï/ɨn	0
11887	Turkish	tomorrow	yarïn	yarïn	y/j a r ï/ɨ n	Turkic	1301	1301	6 7 5 7 4	AXBYN	JARIN	89	89.J.C 89.A.V 89.R.C 89.I.V 89.N.c	2.0 1.5 1.75 1.3 0.8	y/jarï/ɨn	0
11888	Yakut	tomorrow	sarsïn	sarsïn	s a r s ï/ɨ n	Turkic	1301	1301	3 7 5 3 7 4	AXMBYN	SARSIN	100	100.S.C 100.A.V 100.R.c 100.S.C 100.I.V 100.N.c	2.0 1.5 1.1 1.75 1.3 0.8	sarsï/ɨn	0
11889	Tofa	tomorrow	turay(sï)	turay	t u r ay/ai	Turkic	1302	1302	1 7 5 7	AXBZ	TYRA	88	88.T.C 88.Y.V 88.R.C 88.A.V	2.0 1.5 1.75 0.8	turay/ai	0
11890	WestYugur	tomorrow	taɣïn	taɣïn	t a ɣ ï/ɨ n	Turkic	1303	1303	1 7 3 7 4	AXBYN	TAGIN	96	96.T.C 96.A.V 96.G.C 96.I.V 96.N.c	2.0 1.5 1.75 1.3 0.8	taɣï/ɨn	0
11891	Azeri	tomorrow	sabah bor	sabah_bor	s a b a h + b o r	Turkic	1304	1304	3 7 1 7 3 9 1 7 5	AXBYN_AXN	SAPAH_PUR	4	4.S.C 4.A.V 4.P.C 4.A.V 4.H.c 4._._ 4.P.C 4.U.V 4.R.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	sabah+bor	0
11892	Khalaj	tomorrow	saba:y bor	saba:y_bor	s a b aːy/aːi + b o r	Turkic	1304	1304	3 7 1 7 9 1 7 5	AXBZ_AXN	SAPA_PUR	39	39.S.C 39.A.V 39.P.C 39.A.V 39._._ 39.P.C 39.U.V 39.R.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	sabaːy/aːi+bor	0
#
522	AmamiYoron	tongue (n.)	sicja	sicja	s i c/ts j a	Japonic	39	39	3 7 2 6 7	AXBCZ	SICJA	3	3.S.C 3.I.V 3.C.C 3.J.C 3.A.V	2.0 1.5 1.75 1.5 0.8	sic/tsja	0
523	Fukuoka	tongue (n.)	ɕi̥ta	ɕi̥ta	ɕ i̥/i t a	Japonic	39	39	3 7 1 7	AXBZ	SITA	18	18.S.C 18.I.V 18.T.C 18.A.V	2.0 1.5 1.75 0.8	ɕi̥/ita	0
524	Hachijo	tongue (n.)	ɕi̥ta	ɕi̥ta	ɕ i̥/i t a	Japonic	39	39	3 7 1 7	AXBZ	SITA	22	22.S.C 22.I.V 22.T.C 22.A.V	2.0 1.5 1.75 0.8	ɕi̥/ita	0
525	Japanese	tongue (n.)	sita	sita	s i t a	Japonic	39	39	3 7 1 7	AXBZ	SITA	26	26.S.C 26.I.V 26.T.C 26.A.V	2.0 1.5 1.75 0.8	sita	0
526	Kagoshima	tongue (n.)	ɕi̥ta	ɕi̥ta	ɕ i̥/i t a	Japonic	39	39	3 7 1 7	AXBZ	SITA	29	29.S.C 29.I.V 29.T.C 29.A.V	2.0 1.5 1.75 0.8	ɕi̥/ita	0
527	Koshikiislands	tongue (n.)	ɕi̥ta ~ hi̥ta	ɕi̥ta	ɕ i̥/i t a	Japonic	39	39	3 7 1 7	AXBZ	SITA	43	43.S.C 43.I.V 43.T.C 43.A.V	2.0 1.5 1.75 0.8	ɕi̥/ita	0
528	Kumamoto	tongue (n.)	ɕi̥ta	ɕi̥ta	ɕ i̥/i t a	Japonic	39	39	3 7 1 7	AXBZ	SITA	44	44.S.C 44.I.V 44.T.C 44.A.V	2.0 1.5 1.75 0.8	ɕi̥/ita	0
529	MiyakoIrabu	tongue (n.)	sïta	sïta	s ï/ɨ t a	Japonic	39	39	3 7 1 7	AXBZ	SITA	53	53.S.C 53.I.V 53.T.C 53.A.V	2.0 1.5 1.75 0.8	sï/ɨta	0
530	OldJapanese	tongue (n.)	sita	sita	s i t a	Japonic	39	39	3 7 1 7	AXBZ	SITA	70	70.S.C 70.I.V 70.T.C 70.A.V	2.0 1.5 1.75 0.8	sita	0
